iterations, time, cart::mass_pendulum[REAL], cart::mass_cart[REAL], cart::velocity[REAL], cart::position[REAL], cart::acceleration[REAL], cart::force[REAL], cart::force_pendulum[REAL], pendulum::cart_acceleration[REAL], pendulum::force[REAL], pendulum::length_pendulum[REAL], pendulum::angle[REAL], pendulum::mass_pendulum[REAL], pendulum::angular_velocity[REAL], controller::angle[REAL], controller::angular_velocity[REAL], controller::cart_velocity[REAL], controller::cart_position[REAL], controller::force[REAL]
6957, 69.57, 0.100000, 1.000000, -0.000008, 0.104722, -0.000025, -0.000007, -0.000020, -0.000025, -0.000020, 1.000000, 3.141610, 0.100000, -0.000017, 3.141610, -0.000017, -0.000008, 0.104722, -0.000007
6958, 69.58, 0.100000, 1.000000, -0.000008, 0.104722, -0.000024, -0.000006, -0.000019, -0.000024, -0.000019, 1.000000, 3.141610, 0.100000, -0.000019, 3.141610, -0.000019, -0.000008, 0.104722, -0.000006
6959, 69.59, 0.100000, 1.000000, -0.000009, 0.104722, -0.000023, -0.000006, -0.000019, -0.000023, -0.000019, 1.000000, 3.141609, 0.100000, -0.000021, 3.141609, -0.000021, -0.000009, 0.104722, -0.000006
6960, 69.6, 0.100000, 1.000000, -0.000009, 0.104722, -0.000022, -0.000005, -0.000019, -0.000022, -0.000019, 1.000000, 3.141609, 0.100000, -0.000023, 3.141609, -0.000023, -0.000009, 0.104722, -0.000005
6961, 69.61, 0.100000, 1.000000, -0.000009, 0.104722, -0.000021, -0.000004, -0.000018, -0.000021, -0.000018, 1.000000, 3.141609, 0.100000, -0.000025, 3.141609, -0.000025, -0.000009, 0.104722, -0.000004
6962, 69.62, 0.100000, 1.000000, -0.000009, 0.104722, -0.000020, -0.000003, -0.000018, -0.000020, -0.000018, 1.000000, 3.141609, 0.100000, -0.000026, 3.141609, -0.000026, -0.000009, 0.104722, -0.000003
6963, 69.63, 0.100000, 1.000000, -0.000009, 0.104722, -0.000019, -0.000002, -0.000018, -0.000019, -0.000018, 1.000000, 3.141608, 0.100000, -0.000028, 3.141608, -0.000028, -0.000009, 0.104722, -0.000002
6964, 69.64, 0.100000, 1.000000, -0.000010, 0.104721, -0.000018, -0.000001, -0.000017, -0.000018, -0.000017, 1.000000, 3.141608, 0.100000, -0.000030, 3.141608, -0.000030, -0.000010, 0.104721, -0.000001
6965, 69.65, 0.100000, 1.000000, -0.000010, 0.104721, -0.000017, -0.000000, -0.000017, -0.000017, -0.000017, 1.000000, 3.141608, 0.100000, -0.000032, 3.141608, -0.000032, -0.000010, 0.104721, -0.000000
6966, 69.66, 0.100000, 1.000000, -0.000010, 0.104721, -0.000015, 0.000001, -0.000016, -0.000015, -0.000016, 1.000000, 3.141607, 0.100000, -0.000033, 3.141607, -0.000033, -0.000010, 0.104721, 0.000001
6967, 69.67, 0.100000, 1.000000, -0.000010, 0.104721, -0.000014, 0.000002, -0.000016, -0.000014, -0.000016, 1.000000, 3.141607, 0.100000, -0.000035, 3.141607, -0.000035, -0.000010, 0.104721, 0.000002
6968, 69.68, 0.100000, 1.000000, -0.000010, 0.104721, -0.000013, 0.000003, -0.000015, -0.000013, -0.000015, 1.000000, 3.141607, 0.100000, -0.000036, 3.141607, -0.000036, -0.000010, 0.104721, 0.000003
6969, 69.69, 0.100000, 1.000000, -0.000010, 0.104721, -0.000012, 0.000003, -0.000015, -0.000012, -0.000015, 1.000000, 3.141606, 0.100000, -0.000038, 3.141606, -0.000038, -0.000010, 0.104721, 0.000003
6970, 69.7, 0.100000, 1.000000, -0.000010, 0.104721, -0.000010, 0.000004, -0.000015, -0.000010, -0.000015, 1.000000, 3.141606, 0.100000, -0.000039, 3.141606, -0.000039, -0.000010, 0.104721, 0.000004
6971, 69.71, 0.100000, 1.000000, -0.000010, 0.104721, -0.000009, 0.000005, -0.000014, -0.000009, -0.000014, 1.000000, 3.141605, 0.100000, -0.000041, 3.141605, -0.000041, -0.000010, 0.104721, 0.000005
6972, 69.72, 0.100000, 1.000000, -0.000011, 0.104721, -0.000008, 0.000006, -0.000013, -0.000008, -0.000013, 1.000000, 3.141605, 0.100000, -0.000042, 3.141605, -0.000042, -0.000011, 0.104721, 0.000006
6973, 69.73, 0.100000, 1.000000, -0.000011, 0.104721, -0.000007, 0.000007, -0.000013, -0.000007, -0.000013, 1.000000, 3.141605, 0.100000, -0.000043, 3.141605, -0.000043, -0.000011, 0.104721, 0.000007
6974, 69.74, 0.100000, 1.000000, -0.000011, 0.104720, -0.000005, 0.000008, -0.000012, -0.000005, -0.000012, 1.000000, 3.141604, 0.100000, -0.000045, 3.141604, -0.000045, -0.000011, 0.104720, 0.000008
6975, 69.75, 0.100000, 1.000000, -0.000011, 0.104720, -0.000004, 0.000009, -0.000012, -0.000004, -0.000012, 1.000000, 3.141604, 0.100000, -0.000046, 3.141604, -0.000046, -0.000011, 0.104720, 0.000009
6976, 69.76, 0.100000, 1.000000, -0.000011, 0.104720, -0.000003, 0.000009, -0.000011, -0.000003, -0.000011, 1.000000, 3.141603, 0.100000, -0.000047, 3.141603, -0.000047, -0.000011, 0.104720, 0.000009
6977, 69.77, 0.100000, 1.000000, -0.000011, 0.104720, -0.000002, 0.000010, -0.000011, -0.000002, -0.000011, 1.000000, 3.141603, 0.100000, -0.000048, 3.141603, -0.000048, -0.000011, 0.104720, 0.000010
6978, 69.78, 0.100000, 1.000000, -0.000011, 0.104720, -0.000000, 0.000011, -0.000010, -0.000000, -0.000010, 1.000000, 3.141602, 0.100000, -0.000049, 3.141602, -0.000049, -0.000011, 0.104720, 0.000011
6979, 69.79, 0.100000, 1.000000, -0.000011, 0.104720, 0.000001, 0.000012, -0.000009, 0.000001, -0.000009, 1.000000, 3.141602, 0.100000, -0.000050, 3.141602, -0.000050, -0.000011, 0.104720, 0.000012
6980, 69.8, 0.100000, 1.000000, -0.000011, 0.104720, 0.000002, 0.000013, -0.000009, 0.000002, -0.000009, 1.000000, 3.141601, 0.100000, -0.000051, 3.141601, -0.000051, -0.000011, 0.104720, 0.000013
6981, 69.81, 0.100000, 1.000000, -0.000011, 0.104720, 0.000003, 0.000013, -0.000008, 0.000003, -0.000008, 1.000000, 3.141601, 0.100000, -0.000052, 3.141601, -0.000052, -0.000011, 0.104720, 0.000013
6982, 69.82, 0.100000, 1.000000, -0.000011, 0.104720, 0.000005, 0.000014, -0.000008, 0.000005, -0.000008, 1.000000, 3.141600, 0.100000, -0.000052, 3.141600, -0.000052, -0.000011, 0.104720, 0.000014
6983, 69.83, 0.100000, 1.000000, -0.000011, 0.104719, 0.000006, 0.000015, -0.000007, 0.000006, -0.000007, 1.000000, 3.141600, 0.100000, -0.000053, 3.141600, -0.000053, -0.000011, 0.104719, 0.000015
6984, 69.84, 0.100000, 1.000000, -0.000011, 0.104719, 0.000007, 0.000015, -0.000006, 0.000007, -0.000006, 1.000000, 3.141599, 0.100000, -0.000054, 3.141599, -0.000054, -0.000011, 0.104719, 0.000015
6985, 69.85, 0.100000, 1.000000, -0.000010, 0.104719, 0.000008, 0.000016, -0.000006, 0.000008, -0.000006, 1.000000, 3.141599, 0.100000, -0.000054, 3.141599, -0.000054, -0.000010, 0.104719, 0.000016
6986, 69.86, 0.100000, 1.000000, -0.000010, 0.104719, 0.000009, 0.000017, -0.000005, 0.000009, -0.000005, 1.000000, 3.141598, 0.100000, -0.000055, 3.141598, -0.000055, -0.000010, 0.104719, 0.000017
6987, 69.87, 0.100000, 1.000000, -0.000010, 0.104719, 0.000011, 0.000017, -0.000004, 0.000011, -0.000004, 1.000000, 3.141597, 0.100000, -0.000055, 3.141597, -0.000055, -0.000010, 0.104719, 0.000017
6988, 69.88, 0.100000, 1.000000, -0.000010, 0.104719, 0.000012, 0.000018, -0.000004, 0.000012, -0.000004, 1.000000, 3.141597, 0.100000, -0.000056, 3.141597, -0.000056, -0.000010, 0.104719, 0.000018
6989, 69.89, 0.100000, 1.000000, -0.000010, 0.104719, 0.000013, 0.000018, -0.000003, 0.000013, -0.000003, 1.000000, 3.141596, 0.100000, -0.000056, 3.141596, -0.000056, -0.000010, 0.104719, 0.000018
6990, 69.9, 0.100000, 1.000000, -0.000010, 0.104719, 0.000014, 0.000019, -0.000002, 0.000014, -0.000002, 1.000000, 3.141596, 0.100000, -0.000056, 3.141596, -0.000056, -0.000010, 0.104719, 0.000019
6991, 69.91, 0.100000, 1.000000, -0.000010, 0.104719, 0.000015, 0.000020, -0.000002, 0.000015, -0.000002, 1.000000, 3.141595, 0.100000, -0.000056, 3.141595, -0.000056, -0.000010, 0.104719, 0.000020
6992, 69.92, 0.100000, 1.000000, -0.000010, 0.104719, 0.000016, 0.000020, -0.000001, 0.000016, -0.000001, 1.000000, 3.141595, 0.100000, -0.000056, 3.141595, -0.000056, -0.000010, 0.104719, 0.000020
6993, 69.93, 0.100000, 1.000000, -0.000009, 0.104718, 0.000017, 0.000020, -0.000000, 0.000017, -0.000000, 1.000000, 3.141594, 0.100000, -0.000056, 3.141594, -0.000056, -0.000009, 0.104718, 0.000020
6994, 69.94, 0.100000, 1.000000, -0.000009, 0.104718, 0.000018, 0.000021, 0.000000, 0.000018, 0.000000, 1.000000, 3.141594, 0.100000, -0.000056, 3.141594, -0.000056, -0.000009, 0.104718, 0.000021
6995, 69.95, 0.100000, 1.000000, -0.000009, 0.104718, 0.000019, 0.000021, 0.000001, 0.000019, 0.000001, 1.000000, 3.141593, 0.100000, -0.000056, 3.141593, -0.000056, -0.000009, 0.104718, 0.000021
6996, 69.96, 0.100000, 1.000000, -0.000009, 0.104718, 0.000020, 0.000022, 0.000002, 0.000020, 0.000002, 1.000000, 3.141592, 0.100000, -0.000056, 3.141592, -0.000056, -0.000009, 0.104718, 0.000022
6997, 69.97, 0.100000, 1.000000, -0.000009, 0.104718, 0.000021, 0.000022, 0.000002, 0.000021, 0.000002, 1.000000, 3.141592, 0.100000, -0.000056, 3.141592, -0.000056, -0.000009, 0.104718, 0.000022
6998, 69.98, 0.100000, 1.000000, -0.000008, 0.104718, 0.000022, 0.000022, 0.000003, 0.000022, 0.000003, 1.000000, 3.141591, 0.100000, -0.000056, 3.141591, -0.000056, -0.000008, 0.104718, 0.000022
6999, 69.99, 0.100000, 1.000000, -0.000008, 0.104718, 0.000023, 0.000023, 0.000004, 0.000023, 0.000004, 1.000000, 3.141591, 0.100000, -0.000055, 3.141591, -0.000055, -0.000008, 0.104718, 0.000023
7000, 70, 0.100000, 1.000000, -0.000008, 0.104718, 0.000024, 0.000023, 0.000004, 0.000024, 0.000004, 1.000000, 3.141590, 0.100000, -0.000055, 3.141590, -0.000055, -0.000008, 0.104718, 0.000023
7001, 70.01, 0.100000, 1.000000, -0.000008, 0.104718, 0.000025, 0.000023, 0.000005, 0.000025, 0.000005, 1.000000, 3.141590, 0.100000, -0.000054, 3.141590, -0.000054, -0.000008, 0.104718, 0.000023
7002, 70.02, 0.100000, 1.000000, -0.000007, 0.104718, 0.000026, 0.000024, 0.000005, 0.000026, 0.000005, 1.000000, 3.141589, 0.100000, -0.000054, 3.141589, -0.000054, -0.000007, 0.104718, 0.000024
7003, 70.03, 0.100000, 1.000000, -0.000007, 0.104718, 0.000026, 0.000024, 0.000006, 0.000026, 0.000006, 1.000000, 3.141589, 0.100000, -0.000053, 3.141589, -0.000053, -0.000007, 0.104718, 0.000024
7004, 70.04, 0.100000, 1.000000, -0.000007, 0.104718, 0.000027, 0.000024, 0.000007, 0.000027, 0.000007, 1.000000, 3.141588, 0.100000, -0.000053, 3.141588, -0.000053, -0.000007, 0.104718, 0.000024
7005, 70.05, 0.100000, 1.000000, -0.000007, 0.104718, 0.000028, 0.000024, 0.000007, 0.000028, 0.000007, 1.000000, 3.141588, 0.100000, -0.000052, 3.141588, -0.000052, -0.000007, 0.104718, 0.000024
7006, 70.06, 0.100000, 1.000000, -0.000006, 0.104717, 0.000028, 0.000024, 0.000008, 0.000028, 0.000008, 1.000000, 3.141587, 0.100000, -0.000051, 3.141587, -0.000051, -0.000006, 0.104717, 0.000024
7007, 70.07, 0.100000, 1.000000, -0.000006, 0.104717, 0.000029, 0.000024, 0.000008, 0.000029, 0.000008, 1.000000, 3.141587, 0.100000, -0.000050, 3.141587, -0.000050, -0.000006, 0.104717, 0.000024
7008, 70.08, 0.100000, 1.000000, -0.000006, 0.104717, 0.000030, 0.000024, 0.000009, 0.000030, 0.000009, 1.000000, 3.141586, 0.100000, -0.000049, 3.141586, -0.000049, -0.000006, 0.104717, 0.000024
7009, 70.09, 0.100000, 1.000000, -0.000005, 0.104717, 0.000030, 0.000024, 0.000009, 0.000030, 0.000009, 1.000000, 3.141586, 0.100000, -0.000048, 3.141586, -0.000048, -0.000005, 0.104717, 0.000024
7010, 70.1, 0.100000, 1.000000, -0.000005, 0.104717, 0.000031, 0.000024, 0.000010, 0.000031, 0.000010, 1.000000, 3.141585, 0.100000, -0.000047, 3.141585, -0.000047, -0.000005, 0.104717, 0.000024
7011, 70.11, 0.100000, 1.000000, -0.000005, 0.104717, 0.000031, 0.000024, 0.000010, 0.000031, 0.000010, 1.000000, 3.141585, 0.100000, -0.000046, 3.141585, -0.000046, -0.000005, 0.104717, 0.000024
7012, 70.12, 0.100000, 1.000000, -0.000004, 0.104717, 0.000032, 0.000024, 0.000011, 0.000032, 0.000011, 1.000000, 3.141584, 0.100000, -0.000045, 3.141584, -0.000045, -0.000004, 0.104717, 0.000024
7013, 70.13, 0.100000, 1.000000, -0.000004, 0.104717, 0.000032, 0.000024, 0.000011, 0.000032, 0.000011, 1.000000, 3.141584, 0.100000, -0.000044, 3.141584, -0.000044, -0.000004, 0.104717, 0.000024
7014, 70.14, 0.100000, 1.000000, -0.000004, 0.104717, 0.000032, 0.000024, 0.000012, 0.000032, 0.000012, 1.000000, 3.141583, 0.100000, -0.000043, 3.141583, -0.000043, -0.000004, 0.104717, 0.000024
7015, 70.15, 0.100000, 1.000000, -0.000003, 0.104717, 0.000033, 0.000024, 0.000012, 0.000033, 0.000012, 1.000000, 3.141583, 0.100000, -0.000042, 3.141583, -0.000042, -0.000003, 0.104717, 0.000024
7016, 70.16, 0.100000, 1.000000, -0.000003, 0.104717, 0.000033, 0.000024, 0.000013, 0.000033, 0.000013, 1.000000, 3.141582, 0.100000, -0.000040, 3.141582, -0.000040, -0.000003, 0.104717, 0.000024
7017, 70.17, 0.100000, 1.000000, -0.000003, 0.104717, 0.000033, 0.000024, 0.000013, 0.000033, 0.000013, 1.000000, 3.141582, 0.100000, -0.000039, 3.141582, -0.000039, -0.000003, 0.104717, 0.000024
7018, 70.18, 0.100000, 1.000000, -0.000002, 0.104717, 0.000034, 0.000023, 0.000014, 0.000034, 0.000014, 1.000000, 3.141582, 0.100000, -0.000038, 3.141582, -0.000038, -0.000002, 0.104717, 0.000023
7019, 70.19, 0.100000, 1.000000, -0.000002, 0.104717, 0.000034, 0.000023, 0.000014, 0.000034, 0.000014, 1.000000, 3.141581, 0.100000, -0.000036, 3.141581, -0.000036, -0.000002, 0.104717, 0.000023
7020, 70.2, 0.100000, 1.000000, -0.000002, 0.104717, 0.000034, 0.000023, 0.000014, 0.000034, 0.000014, 1.000000, 3.141581, 0.100000, -0.000035, 3.141581, -0.000035, -0.000002, 0.104717, 0.000023
7021, 70.21, 0.100000, 1.000000, -0.000001, 0.104717, 0.000034, 0.000023, 0.000015, 0.000034, 0.000015, 1.000000, 3.141581, 0.100000, -0.000033, 3.141581, -0.000033, -0.000001, 0.104717, 0.000023
7022, 70.22, 0.100000, 1.000000, -0.000001, 0.104717, 0.000034, 0.000022, 0.000015, 0.000034, 0.000015, 1.000000, 3.141580, 0.100000, -0.000032, 3.141580, -0.000032, -0.000001, 0.104717, 0.000022
7023, 70.23, 0.100000, 1.000000, -0.000001, 0.104717, 0.000034, 0.000022, 0.000015, 0.000034, 0.000015, 1.000000, 3.141580, 0.100000, -0.000030, 3.141580, -0.000030, -0.000001, 0.104717, 0.000022
7024, 70.24, 0.100000, 1.000000, -0.000000, 0.104717, 0.000034, 0.000022, 0.000016, 0.000034, 0.000016, 1.000000, 3.141580, 0.100000, -0.000029, 3.141580, -0.000029, -0.000000, 0.104717, 0.000022
7025, 70.25, 0.100000, 1.000000, -0.000000, 0.104717, 0.000034, 0.000021, 0.000016, 0.000034, 0.000016, 1.000000, 3.141579, 0.100000, -0.000027, 3.141579, -0.000027, -0.000000, 0.104717, 0.000021
7026, 70.26, 0.100000, 1.000000, 0.000000, 0.104717, 0.000034, 0.000021, 0.000016, 0.000034, 0.000016, 1.000000, 3.141579, 0.100000, -0.000025, 3.141579, -0.000025, 0.000000, 0.104717, 0.000021
7027, 70.27, 0.100000, 1.000000, 0.000001, 0.104717, 0.000034, 0.000020, 0.000017, 0.000034, 0.000017, 1.000000, 3.141579, 0.100000, -0.000024, 3.141579, -0.000024, 0.000001, 0.104717, 0.000020
7028, 70.28, 0.100000, 1.000000, 0.000001, 0.104717, 0.000034, 0.000020, 0.000017, 0.000034, 0.000017, 1.000000, 3.141579, 0.100000, -0.000022, 3.141579, -0.000022, 0.000001, 0.104717, 0.000020
7029, 70.29, 0.100000, 1.000000, 0.000001, 0.104717, 0.000033, 0.000019, 0.000017, 0.000033, 0.000017, 1.000000, 3.141579, 0.100000, -0.000020, 3.141579, -0.000020, 0.000001, 0.104717, 0.000019
7030, 70.3, 0.100000, 1.000000, 0.000002, 0.104717, 0.000033, 0.000019, 0.000017, 0.000033, 0.000017, 1.000000, 3.141578, 0.100000, -0.000019, 3.141578, -0.000019, 0.000002, 0.104717, 0.000019
7031, 70.31, 0.100000, 1.000000, 0.000002, 0.104717, 0.000033, 0.000018, 0.000017, 0.000033, 0.000017, 1.000000, 3.141578, 0.100000, -0.000017, 3.141578, -0.000017, 0.000002, 0.104717, 0.000018
7032, 70.32, 0.100000, 1.000000, 0.000002, 0.104717, 0.000032, 0.000018, 0.000017, 0.000032, 0.000017, 1.000000, 3.141578, 0.100000, -0.000015, 3.141578, -0.000015, 0.000002, 0.104717, 0.000018
7033, 70.33, 0.100000, 1.000000, 0.000003, 0.104717, 0.000032, 0.000017, 0.000018, 0.000032, 0.000018, 1.000000, 3.141578, 0.100000, -0.000014, 3.141578, -0.000014, 0.000003, 0.104717, 0.000017
7034, 70.34, 0.100000, 1.000000, 0.000003, 0.104717, 0.000032, 0.000017, 0.000018, 0.000032, 0.000018, 1.000000, 3.141578, 0.100000, -0.000012, 3.141578, -0.000012, 0.000003, 0.104717, 0.000017
7035, 70.35, 0.100000, 1.000000, 0.000003, 0.104717, 0.000031, 0.000016, 0.000018, 0.000031, 0.000018, 1.000000, 3.141578, 0.100000, -0.000010, 3.141578, -0.000010, 0.000003, 0.104717, 0.000016
7036, 70.36, 0.100000, 1.000000, 0.000003, 0.104717, 0.000031, 0.000015, 0.000018, 0.000031, 0.000018, 1.000000, 3.141578, 0.100000, -0.000008, 3.141578, -0.000008, 0.000003, 0.104717, 0.000015
7037, 70.37, 0.100000, 1.000000, 0.000004, 0.104717, 0.000030, 0.000015, 0.000018, 0.000030, 0.000018, 1.000000, 3.141578, 0.100000, -0.000006, 3.141578, -0.000006, 0.000004, 0.104717, 0.000015
7038, 70.38, 0.100000, 1.000000, 0.000004, 0.104717, 0.000030, 0.000014, 0.000018, 0.000030, 0.000018, 1.000000, 3.141578, 0.100000, -0.000005, 3.141578, -0.000005, 0.000004, 0.104717, 0.000014
7039, 70.39, 0.100000, 1.000000, 0.000004, 0.104717, 0.000029, 0.000013, 0.000018, 0.000029, 0.000018, 1.000000, 3.141577, 0.100000, -0.000003, 3.141577, -0.000003, 0.000004, 0.104717, 0.000013
7040, 70.4, 0.100000, 1.000000, 0.000005, 0.104717, 0.000028, 0.000013, 0.000018, 0.000028, 0.000018, 1.000000, 3.141577, 0.100000, -0.000001, 3.141577, -0.000001, 0.000005, 0.104717, 0.000013
7041, 70.41, 0.100000, 1.000000, 0.000005, 0.104717, 0.000028, 0.000012, 0.000018, 0.000028, 0.000018, 1.000000, 3.141577, 0.100000, 0.000001, 3.141577, 0.000001, 0.000005, 0.104717, 0.000012
7042, 70.42, 0.100000, 1.000000, 0.000005, 0.104717, 0.000027, 0.000011, 0.000018, 0.000027, 0.000018, 1.000000, 3.141578, 0.100000, 0.000002, 3.141578, 0.000002, 0.000005, 0.104717, 0.000011
7043, 70.43, 0.100000, 1.000000, 0.000005, 0.104717, 0.000026, 0.000011, 0.000018, 0.000026, 0.000018, 1.000000, 3.141578, 0.100000, 0.000004, 3.141578, 0.000004, 0.000005, 0.104717, 0.000011
7044, 70.44, 0.100000, 1.000000, 0.000006, 0.104717, 0.000026, 0.000010, 0.000017, 0.000026, 0.000017, 1.000000, 3.141578, 0.100000, 0.000006, 3.141578, 0.000006, 0.000006, 0.104717, 0.000010
7045, 70.45, 0.100000, 1.000000, 0.000006, 0.104718, 0.000025, 0.000009, 0.000017, 0.000025, 0.000017, 1.000000, 3.141578, 0.100000, 0.000008, 3.141578, 0.000008, 0.000006, 0.104718, 0.000009
7046, 70.46, 0.100000, 1.000000, 0.000006, 0.104718, 0.000024, 0.000009, 0.000017, 0.000024, 0.000017, 1.000000, 3.141578, 0.100000, 0.000009, 3.141578, 0.000009, 0.000006, 0.104718, 0.000009
7047, 70.47, 0.100000, 1.000000, 0.000006, 0.104718, 0.000023, 0.000008, 0.000017, 0.000023, 0.000017, 1.000000, 3.141578, 0.100000, 0.000011, 3.141578, 0.000011, 0.000006, 0.104718, 0.000008
7048, 70.48, 0.100000, 1.000000, 0.000007, 0.104718, 0.000023, 0.000007, 0.000017, 0.000023, 0.000017, 1.000000, 3.141578, 0.100000, 0.000013, 3.141578, 0.000013, 0.000007, 0.104718, 0.000007
7049, 70.49, 0.100000, 1.000000, 0.000007, 0.104718, 0.000022, 0.000006, 0.000017, 0.000022, 0.000017, 1.000000, 3.141578, 0.100000, 0.000014, 3.141578, 0.000014, 0.000007, 0.104718, 0.000006
7050, 70.5, 0.100000, 1.000000, 0.000007, 0.104718, 0.000021, 0.000006, 0.000016, 0.000021, 0.000016, 1.000000, 3.141578, 0.100000, 0.000016, 3.141578, 0.000016, 0.000007, 0.104718, 0.000006
7051, 70.51, 0.100000, 1.000000, 0.000007, 0.104718, 0.000020, 0.000005, 0.000016, 0.000020, 0.000016, 1.000000, 3.141579, 0.100000, 0.000018, 3.141579, 0.000018, 0.000007, 0.104718, 0.000005
7052, 70.52, 0.100000, 1.000000, 0.000007, 0.104718, 0.000019, 0.000004, 0.000016, 0.000019, 0.000016, 1.000000, 3.141579, 0.100000, 0.000019, 3.141579, 0.000019, 0.000007, 0.104718, 0.000004
7053, 70.53, 0.100000, 1.000000, 0.000008, 0.104718, 0.000018, 0.000003, 0.000016, 0.000018, 0.000016, 1.000000, 3.141579, 0.100000, 0.000021, 3.141579, 0.000021, 0.000008, 0.104718, 0.000003
7054, 70.54, 0.100000, 1.000000, 0.000008, 0.104718, 0.000017, 0.000002, 0.000015, 0.000017, 0.000015, 1.000000, 3.141579, 0.100000, 0.000022, 3.141579, 0.000022, 0.000008, 0.104718, 0.000002
7055, 70.55, 0.100000, 1.000000, 0.000008, 0.104718, 0.000016, 0.000002, 0.000015, 0.000016, 0.000015, 1.000000, 3.141579, 0.100000, 0.000024, 3.141579, 0.000024, 0.000008, 0.104718, 0.000002
7056, 70.56, 0.100000, 1.000000, 0.000008, 0.104718, 0.000015, 0.000001, 0.000015, 0.000015, 0.000015, 1.000000, 3.141580, 0.100000, 0.000025, 3.141580, 0.000025, 0.000008, 0.104718, 0.000001
7057, 70.57, 0.100000, 1.000000, 0.000008, 0.104718, 0.000014, 0.000000, 0.000014, 0.000014, 0.000014, 1.000000, 3.141580, 0.100000, 0.000027, 3.141580, 0.000027, 0.000008, 0.104718, 0.000000
7058, 70.58, 0.100000, 1.000000, 0.000008, 0.104718, 0.000013, -0.000001, 0.000014, 0.000013, 0.000014, 1.000000, 3.141580, 0.100000, 0.000028, 3.141580, 0.000028, 0.000008, 0.104718, -0.000001
7059, 70.59, 0.100000, 1.000000, 0.000009, 0.104719, 0.000012, -0.000001, 0.000014, 0.000012, 0.000014, 1.000000, 3.141580, 0.100000, 0.000030, 3.141580, 0.000030, 0.000009, 0.104719, -0.000001
7060, 70.6, 0.100000, 1.000000, 0.000009, 0.104719, 0.000011, -0.000002, 0.000013, 0.000011, 0.000013, 1.000000, 3.141581, 0.100000, 0.000031, 3.141581, 0.000031, 0.000009, 0.104719, -0.000002
7061, 70.61, 0.100000, 1.000000, 0.000009, 0.104719, 0.000010, -0.000003, 0.000013, 0.000010, 0.000013, 1.000000, 3.141581, 0.100000, 0.000032, 3.141581, 0.000032, 0.000009, 0.104719, -0.000003
7062, 70.62, 0.100000, 1.000000, 0.000009, 0.104719, 0.000009, -0.000004, 0.000012, 0.000009, 0.000012, 1.000000, 3.141581, 0.100000, 0.000033, 3.141581, 0.000033, 0.000009, 0.104719, -0.000004
7063, 70.63, 0.100000, 1.000000, 0.000009, 0.104719, 0.000008, -0.000004, 0.000012, 0.000008, 0.000012, 1.000000, 3.141582, 0.100000, 0.000035, 3.141582, 0.000035, 0.000009, 0.104719, -0.000004
7064, 70.64, 0.100000, 1.000000, 0.000009, 0.104719, 0.000007, -0.000005, 0.000011, 0.000007, 0.000011, 1.000000, 3.141582, 0.100000, 0.000036, 3.141582, 0.000036, 0.000009, 0.104719, -0.000005
7065, 70.65, 0.100000, 1.000000, 0.000009, 0.104719, 0.000006, -0.000006, 0.000011, 0.000006, 0.000011, 1.000000, 3.141582, 0.100000, 0.000037, 3.141582, 0.000037, 0.000009, 0.104719, -0.000006
7066, 70.66, 0.100000, 1.000000, 0.000009, 0.104719, 0.000005, -0.000007, 0.000011, 0.000005, 0.000011, 1.000000, 3.141583, 0.100000, 0.000038, 3.141583, 0.000038, 0.000009, 0.104719, -0.000007
7067, 70.67, 0.100000, 1.000000, 0.000009, 0.104719, 0.000004, -0.000007, 0.000010, 0.000004, 0.000010, 1.000000, 3.141583, 0.100000, 0.000039, 3.141583, 0.000039, 0.000009, 0.104719, -0.000007
7068, 70.68, 0.100000, 1.000000, 0.000009, 0.104719, 0.000003, -0.000008, 0.000010, 0.000003, 0.000010, 1.000000, 3.141584, 0.100000, 0.000040, 3.141584, 0.000040, 0.000009, 0.104719, -0.000008
7069, 70.69, 0.100000, 1.000000, 0.000009, 0.104719, 0.000001, -0.000009, 0.000009, 0.000001, 0.000009, 1.000000, 3.141584, 0.100000, 0.000041, 3.141584, 0.000041, 0.000009, 0.104719, -0.000009
7070, 70.7, 0.100000, 1.000000, 0.000009, 0.104720, 0.000000, -0.000009, 0.000009, 0.000000, 0.000009, 1.000000, 3.141584, 0.100000, 0.000042, 3.141584, 0.000042, 0.000009, 0.104720, -0.000009
7071, 70.71, 0.100000, 1.000000, 0.000009, 0.104720, -0.000001, -0.000010, 0.000008, -0.000001, 0.000008, 1.000000, 3.141585, 0.100000, 0.000042, 3.141585, 0.000042, 0.000009, 0.104720, -0.000010
7072, 70.72, 0.100000, 1.000000, 0.000009, 0.104720, -0.000002, -0.000011, 0.000008, -0.000002, 0.000008, 1.000000, 3.141585, 0.100000, 0.000043, 3.141585, 0.000043, 0.000009, 0.104720, -0.000011
7073, 70.73, 0.100000, 1.000000, 0.000009, 0.104720, -0.000003, -0.000011, 0.000007, -0.000003, 0.000007, 1.000000, 3.141586, 0.100000, 0.000044, 3.141586, 0.000044, 0.000009, 0.104720, -0.000011
7074, 70.74, 0.100000, 1.000000, 0.000009, 0.104720, -0.000004, -0.000012, 0.000006, -0.000004, 0.000006, 1.000000, 3.141586, 0.100000, 0.000044, 3.141586, 0.000044, 0.000009, 0.104720, -0.000012
